Series_reference,Period,Data_value,Status,Units,Magnitude,Subject,Periodicity,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
PTSA.SA02UB2NJ,2021.06,165,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA03NB2ND,2019.12,165,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,No home involved,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA03NB2ND,2021.12,168,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,No home involved,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA01HS2NJ,2020.06,171,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA01US1NS,2020.09,171,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA02HS6NM,2018.03,171,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Home involved,Sellers,Affiliation unknown,Number of transfers
PTSA.SA03NB2NS,2020.09,171,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,No home involved,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA01HS2ND,2018.12,174,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA01US1NJ,2020.06,174,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA02NS2ND,2020.12,174,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA04HS2NS,2017.09,174,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Bay of Plenty Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA01UB1NS,2017.09,177,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Buyers,At least one NZ citizen,Number of transfers
PTSA.SA02HB6NM,2018.03,177,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Home involved,Buyers,Affiliation unknown,Number of transfers
PTSA.SA03UB4NS,2017.09,177,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,Property type unknown,Buyers,Corporate only,Number of transfers
PTSA.SA03ZB3NJ,2019.06,177,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,All property,Buyers,No NZ citizens or resident visas,Number of transfers
PTSA.SA01HS2NM,2019.03,180,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02NS2NS,2020.09,180,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02UB2NS,2021.09,180,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Property type unknown,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA01ZS2NM,2018.03,183,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02NS2ND,2021.12,183,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA03HB3NS,2017.09,183,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,Home involved,Buyers,No NZ citizens or resident visas,Number of transfers
PTSA.SA01HS2NS,2020.09,186,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA01US1ND,2020.12,186,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA01ZS2ND,2017.12,186,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA01HS2ND,2020.12,192,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02NS2NM,2021.03,192,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02NS2NS,2021.09,192,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA01HS2NS,2019.09,195,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA01US1ND,2018.12,195,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA01US1NJ,2019.06,195,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA01US1NM,2020.03,195,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA01US1NM,2022.03,195,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA01ZS2NJ,2018.06,195,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA03NS6ND,2017.12,195,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,No home involved,Sellers,Affiliation unknown,Number of transfers
PTSA.SA01HS2ND,2019.12,198,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA01US1NJ,2018.06,198,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA01US1NM,2019.03,198,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA01US1NS,2019.09,198,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA01HS2NM,2022.03,201,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA01ZS2NS,2018.09,201,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02HB3NM,2022.03,201,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,Home involved,Buyers,No NZ citizens or resident visas,Number of transfers
PTSA.SA03NB2ND,2020.12,201,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,No home involved,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA01HS2NM,2021.03,204,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA01UB1NS,2020.09,204,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Buyers,At least one NZ citizen,Number of transfers
PTSA.SA01US1ND,2019.12,204,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA01HS2NJ,2019.06,207,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA01HS2NM,2020.03,207,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA01US1NS,2018.09,207,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA03NB2NS,2021.09,207,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,No home involved,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA01HB2NS,2017.09,210,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA01HB2NS,2018.09,210,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA01US1NM,2018.03,210,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA01UB1NJ,2020.06,213,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Buyers,At least one NZ citizen,Number of transfers
PTSA.SA01ZS2NJ,2020.06,213,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA02NS2NJ,2021.06,213,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Auckland Region,No home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA03ZB3NS,2017.09,213,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,All property,Buyers,No NZ citizens or resident visas,Number of transfers
PTSA.SA01HB2ND,2018.12,216,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA01HB2NJ,2018.06,216,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA01HB2NM,2019.03,216,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA01HS2NJ,2021.06,216,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA01US1NM,2021.03,216,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA03US4NS,2017.09,216,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Waikato Region,Property type unknown,Sellers,Corporate only,Number of transfers
PTSA.SA01HS2ND,2021.12,219,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA01US1ND,2021.12,219,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA01HB6ND,2017.12,222,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Buyers,Affiliation unknown,Number of transfers
PTSA.SA01HS2NS,2021.09,222,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA01US1ND,2017.12,222,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Sellers,At least one NZ citizen,Number of transfers
PTSA.SA01ZS2NS,2020.09,222,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,All property,Sellers,At least one NZ resident visa (but no citizens),Number of transfers
PTSA.SA01HS6ND,2017.12,225,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Home involved,Sellers,Affiliation unknown,Number of transfers
PTSA.SA01UB1ND,2017.12,225,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Buyers,At least one NZ citizen,Number of transfers
PTSA.SA01UB1ND,2020.12,225,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Buyers,At least one NZ citizen,Number of transfers
PTSA.SA01UB1NJ,2018.06,225,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Buyers,At least one NZ citizen,Number of transfers
PTSA.SA01UB1NJ,2019.06,225,P,Number,0,Property transfer statistics - PTS,Annual,Affiliation by region,Northland Region,Property type unknown,Buyers,At least one NZ citizen,Number of transfers
